bar,equity
1135,9765.66
1136,9765.66
1137,9770.62
1138,9766.59
1139,9766.59
1140,9766.59
1141,9766.59
1142,9766.59
1143,9766.59
1144,9766.59
1145,9766.59
1146,9766.59
1147,9760.99
1148,9760.99
1149,9760.99
1150,9760.99
1151,9760.99
1152,9760.99
1153,9760.99
1154,9772.24
1155,9772.24
1156,9772.24
1157,9772.24
1158,9772.24
1159,9770.8
1160,9769.31
1161,9767.87
1162,9767.87
1163,9767.87
1164,9767.87
1165,9776.01
1166,9776.01
1167,9776.01
1168,9776.01
1169,9776.01
1170,9776.01
1171,9776.01
1172,9776.01
1173,9776.01
1174,9770.27
1175,9770.27
1176,9770.27
1177,9770.27
1178,9770.27
1179,9770.27
1180,9766.15
1181,9766.15
1182,9763.37
1183,9763.37
1184,9763.37
1185,9763.37
1186,9757.77
1187,9762.49
1188,9762.49
1189,9761.05
1190,9761.05
1191,9761.05
1192,9759.33
1193,9761.27
1194,9760.55
1195,9758.44
1196,9758.44
1197,9758.44
1198,9758.44
1199,9758.44
1200,9758.44
1201,9758.44
1202,9758.44
1203,9758.44
1204,9758.44
1205,9758.44
1206,9757.71
1207,9757.71
1208,9757.71
1209,9757.71
1210,9757.71
1211,9760.57
1212,9760.57
1213,9758.45
1214,9758.45
1215,9756.68
1216,9759.92
1217,9759.92
1218,9759.92
1219,9759.92
1220,9759.92
1221,9759.92
1222,9759.92
1223,9759.92
1224,9759.92
1225,9759.92
1226,9759.92
1227,9759.92
1228,9759.92
1229,9759.92
1230,9757.47
1231,9756.72
1232,9756.72
1233,9756.72
1234,9754.61
1235,9754.61
1236,9754.61
1237,9754.61
1238,9754.61
1239,9754.61
1240,9754.61
1241,9754.61
1242,9754.61
1243,9754.61
1244,9754.61
1245,9754.61
1246,9754.61
1247,9761.7
1248,9761.7
1249,9761.7
1250,9761.7
1251,9761.7
1252,9761.7
1253,9761.7
1254,9760.95
1255,9758.38
1256,9758.38
1257,9758.38
1258,9758.38
1259,9758.38
1260,9758.38
1261,9758.38
1262,9758.38
1263,9758.38
1264,9758.38
1265,9758.38
1266,9756.63
1267,9756.63
1268,9756.63
1269,9756.63
1270,9756.63
1271,9756.06
1272,9756.06
1273,9756.06
1274,9756.06
1275,9756.06
1276,9756.06
1277,9753.49
1278,9754.9
1279,9754.16
1280,9753.41
1281,9752.69
1282,9749.93
1283,9749.93
1284,9749.93
1285,9749.93
1286,9747.81
1287,9747.81
1288,9747.81
1289,9747.81
1290,9747.81
1291,9747.81
1292,9747.81
1293,9747.81
1294,9747.81
1295,9747.81
1296,9747.81
1297,9747.81
1298,9747.81
1299,9747.81
1300,9747.81
1301,9747.81
1302,9747.81
1303,9744.36
1304,9744.36
1305,9744.36
1306,9744.36
1307,9744.36
1308,9744.36
1309,9744.36
1310,9744.36
1311,9744.36
1312,9744.36
1313,9744.36
1314,9744.36
1315,9744.36
1316,9744.36
1317,9744.36
1318,9744.36
1319,9744.36
1320,9749.56
1321,9749.56
1322,9749.56
1323,9749.56
1324,9749.56
1325,9765.66
1326,9764.16
1327,9762.67
1328,9761.23
1329,9761.23
1330,9761.23
1331,9761.23
1332,9761.23
1333,9761.23
1334,9761.23
1335,9761.23
1336,9761.23
1337,9761.23
1338,9761.23
1339,9761.23
1340,9761.23
1341,9761.23
1342,9761.23
1343,9761.23
1344,9761.23
1345,9761.23
1346,9761.23
1347,9761.23
1348,9761.23
1349,9761.23
1350,9761.23
1351,9761.23
1352,9761.23
1353,9761.23
1354,9759.79
1355,9759.79
1356,9759.79
1357,9759.79
1358,9759.79
1359,9759.79
1360,9759.79
1361,9758.3
1362,9758.3
1363,9761.17
1364,9761.17
1365,9761.17
1366,9761.17
1367,9761.17
1368,9761.17
1369,9761.17
1370,9761.17
1371,9761.17
1372,9759.68
1373,9758.19
